"Result  :  Query Result"
"Save Time: 03/01/2019 13:31:42"

"User Name:xli"

"Total 13,675   Records"

"Start Time","Period","NE Name","ABCF","AAR Message Success Rate on A-BCF (%)","Number of AAA Messages Received by A-BCF (times)","Number of AAR Messages Sent by A-BCF (times)","Number of ABCF AAA Timeout Times (times)","Number of ABCF Dedicated Bearer Reestablishment Successes (times)","Number of ABCF Dedicated Bearer Reestablishment Times (times)","Number of A-BCF-Received AAA Messages Carrying DUPLICATED_AF_SESSION (times)","Number of A-BCF-Received AAA Messages Carrying FILTER_RESTRICTIONS (times)","Number of A-BCF-Received AAA Messages Carrying INVALID_SERVICE_INFORMATION (times)","Number of A-BCF-Received AAA Messages Carrying IP-CAN_SESSION_NOT_AVAILABLE (times)","Number of A-BCF-Received AAA Messages Carrying REQUESTED_SERVICE_NOT_AUTHORIZED (times)","Number of A-BCF-Received AAA Messages Carrying TEMPORARY_NETWORK_FAILURE (times)","Number of A-BCF-Received AAA Messages Carrying UNAUTHORIZED_NON_EMERGENCY_SESSION (times)","Number of ABCF-Received ASR Messages Before Call Answering (times)","Number of ABCF-Received ASR Messages Before Call Establishment (times)","Number of A-BCF-Received ASR Messages Carrying BEARER_RELEASED (times)","Number of ABCF-Received ASR Messages Carrying BEARER_RELEASED Before Call Answering (times)","Number of ABCF-Received ASR Messages Carrying BEARER_RELEASED Before Call Establishment (times)","Number of ABCF-Received ASR Messages Carrying BEARER_RELEASED During Calls (times)","Number of A-BCF-Received ASR Messages Carrying INSUFFICIENT_BEARER_RESOURCES (times)","Number of ABCF-Received ASR Messages Carrying INSUFFICIENT_BEARER_RESOURCES Before Call Answering (times)","Number of ABCF-Received ASR Messages Carrying INSUFFICIENT_BEARER_RESOURCES Before Call Establishment (times)","Number of ABCF-Received ASR Messages Carrying INSUFFICIENT_BEARER_RESOURCES During Calls (times)","Number of A-BCF-Received ASR Messages Carrying INSUFFICIENT_SERVER_RESOURCES (times)","Number of ABCF-Received ASR Messages Carrying INSUFFICIENT_SERVER_RESOURCES Before Call Answering (times)","Number of ABCF-Received ASR Messages Carrying INSUFFICIENT_SERVER_RESOURCES Before Call Establishment (times)","Number of ABCF-Received ASR Messages Carrying INSUFFICIENT_SERVER_RESOURCES During Calls (times)","Number of A-BCF-Received ASR Messages Carrying PS_TO_CS_HANDOVER (times)","Number of ABCF-Received ASR Messages Carrying PS_TO_CS_HANDOVER Before Call Answering (times)","Number of ABCF-Received ASR Messages Carrying PS_TO_CS_HANDOVER Before Call Establishment (times)","Number of ABCF-Received ASR Messages Carrying PS_TO_CS_HANDOVER During Calls (times)","Number of ABCF-Received ASR Messages During Calls (times)","Number of A-BCF-Received ASR Messages for Session Release (times)","Number of A-BCF-Received RAR Messages Carrying BEARER_RELEASED (times)","Number of A-BCF-Received RAR Messages Carrying charging-correlaton-exchange (times)","Number of A-BCF-Received RAR Messages Carrying indication-of-access-network-info-report (times)","Number of A-BCF-Received RAR Messages Carrying indication-of-connection-status (times)","Number of A-BCF-Received RAR Messages Carrying indication-of-failed-resource-allocation (times)","Number of A-BCF-Received RAR Messages Carrying indication-of-loss-of-bearer (times)","Number of A-BCF-Received RAR Messages Carrying indication-of-recovery-of-bearer (times)","Number of A-BCF-Received RAR Messages Carrying indication-of-release-of-bearer (times)","Number of A-BCF-Received RAR Messages Carrying indication-of-resource-status (times)","Number of A-BCF-Received RAR Messages Carrying indication-of-successful-resource-allocation (times)","Number of A-BCF-Received RAR Messages Carrying INSUFFICIENT_BEARER_RESOURCES (times)","Number of A-BCF-Received RAR Messages Carrying INSUFFICIENT_SERVER_RESOURCES (times)","Number of A-BCF-Received RAR Messages Carrying ip-can-change (times)","Number of A-BCF-Received RAR Messages Carrying ip-can-change (for Registered Users) (times)","Number of A-BCF-Received RAR Messages Carrying PS_TO_CS_HANDOVER (times)","Number of A-BCF-Sent STR Messages Carrying DIAMETER_ADMINISTRATIVE (times)","Number of A-BCF-Sent STR Messages Carrying DIAMETER_BAD_ANSWER (times)","Number of A-BCF-Sent STR Messages Carrying DIAMETER_LINK_BROKEN (times)","Number of A-BCF-Sent STR Messages Carrying DIAMETER_LOGOUT (times)","Number of A-BCF-Sent STR Messages Carrying DIAMETER_SERVICE_NOT_PROVIDED (times)","Number of A-BCF-Sent STR Messages Carrying DIAMETER_SESSION_TIMEOUT (times)","Number of ABCF STA Timeout Times (times)","Number of ASA Messages Sent by A-BCF (times)","Number of ASR Messages Received by A-BCF (times)","Number of Negative AAA Messages Received by A-BCF (times)","Number of Positive AAA Messages Received by A-BCF (times)","Number of RAA Messages Sent by A-BCF (times)","Number of RAR Messages Received by A-BCF (times)","Number of STA Messages Received by A-BCF (times)","Number of STR Messages Sent by A-BCF (times)"
02/15/2019 07:15:00,15,"mnch4imsbc007","Entity name=ABCF",99.51,54674,54682,0,0,0,0,0,7,249,0,0,0,20,387,70,8,26,14,267,12,225,16,1,0,0,1,3636,0,0,1,169,346,0,0,29926,0,0,0,0,0,0,0,0,0,0,0,0,7887,0,3,26655,1715,0,0,3982,3982,260,54414,35081,35081,36383,36383
02/15/2019 07:30:00,15,"rn2imsbc031","Entity name=ABCF",99.51,61178,61188,0,0,0,0,0,7,274,0,0,0,18,456,103,9,18,21,279,9,209,48,2,0,2,0,5166,0,0,0,173,389,0,0,35945,0,0,0,0,0,0,0,0,0,0,0,0,8450,1,2,28791,2417,0,0,5555,5555,290,60888,40132,40132,39740,39743
02/15/2019 07:30:00,15,"ofbh1imsbc007","Entity name=ABCF",99.499,43104,43112,0,0,0,0,0,7,200,0,0,0,18,375,83,9,25,16,234,9,192,29,0,0,0,0,3299,0,0,0,143,323,0,0,24652,0,0,0,0,0,0,0,0,0,0,0,0,6156,0,2,20622,1596,0,0,3622,3622,208,42896,27912,27912,28451,28456
02/15/2019 07:30:00,15,"lpzg1imsbc007","Entity name=ABCF",99.763,66954,66959,0,0,0,0,0,3,149,0,0,0,3,275,54,1,19,17,214,2,200,8,1,0,1,0,4294,0,0,0,123,270,0,0,38143,0,0,0,0,0,0,0,0,0,0,0,0,9149,0,1,31395,3579,0,0,4564,4564,154,66800,44418,44418,44215,44213
02/15/2019 07:30:00,15,"hmbg6imsbc007","Entity name=ABCF",99.538,64951,64963,0,0,0,0,0,8,276,0,0,0,13,338,70,9,32,16,273,4,253,11,0,0,0,0,4195,0,0,1,148,344,0,0,35424,0,0,0,0,0,0,0,0,0,0,0,0,9264,2,0,30837,2359,0,0,4539,4539,288,64663,40483,40483,42567,42569
02/15/2019 07:30:00,15,"mnch4imsbc007","Entity name=ABCF",99.466,70583,70595,0,0,0,0,0,14,339,0,0,0,27,567,89,10,38,14,401,17,346,31,1,0,1,0,4906,0,0,0,215,494,0,0,39594,0,0,0,0,0,0,0,0,0,0,0,0,10657,0,1,32979,2517,0,0,5400,5400,365,70218,44737,44737,46303,46303
02/15/2019 07:45:00,15,"rn2imsbc031","Entity name=ABCF",99.523,75328,75337,0,0,0,0,0,6,336,0,0,0,45,606,150,14,36,33,406,31,294,63,0,0,0,0,6512,0,0,2,262,561,0,0,44737,0,0,0,0,0,0,0,0,0,0,0,0,10605,0,1,35123,3093,0,0,7073,7073,350,74978,49062,49062,48949,48952
02/15/2019 07:45:00,15,"ofbh1imsbc007","Entity name=ABCF",99.399,51452,51455,0,0,0,0,0,11,287,0,0,0,21,474,93,9,31,14,300,12,238,42,0,0,0,0,4110,0,0,0,177,396,0,0,29524,0,0,0,0,0,0,0,0,0,0,0,0,7484,0,1,24459,1914,0,0,4506,4506,306,51146,33076,33076,33961,33960
02/15/2019 07:45:00,15,"lpzg1imsbc007","Entity name=ABCF",99.696,74881,74892,0,0,0,0,0,5,210,0,0,0,11,389,63,4,29,18,317,7,301,5,0,0,0,0,4823,0,0,0,149,387,0,0,42308,0,0,0,0,0,0,0,0,0,0,0,0,10351,1,3,36084,2766,0,0,5210,5210,217,74664,49078,49078,49315,49322
02/15/2019 07:45:00,15,"hmbg6imsbc007","Entity name=ABCF",99.47,77006,77025,0,0,0,0,0,10,373,0,0,0,10,388,60,7,23,23,296,3,286,6,0,0,0,0,4910,0,0,0,168,361,0,0,42697,0,0,0,0,0,0,0,0,0,0,0,0,11058,0,4,36593,2774,0,0,5271,5271,389,76617,47842,47842,50544,50550
02/15/2019 07:45:00,15,"mnch4imsbc007","Entity name=ABCF",99.361,86334,86347,0,0,0,0,0,14,514,0,0,0,28,670,115,8,52,28,479,20,414,36,1,0,0,1,6082,0,0,0,286,597,0,0,48571,0,0,0,0,0,0,0,0,0,0,0,0,12959,1,1,40926,3094,0,0,6679,6679,539,85795,54784,54784,57165,57172
02/15/2019 08:00:00,15,"rn2imsbc031","Entity name=ABCF",99.425,94227,94248,1,0,0,0,0,6,502,0,0,0,73,831,260,28,47,94,533,45,382,86,0,0,0,0,7892,0,0,1,386,799,0,0,56710,0,0,0,0,0,0,0,0,0,0,0,0,13145,1,0,43033,5605,0,1,8691,8691,521,93706,61786,61786,61958,61957
02/15/2019 08:00:00,15,"ofbh1imsbc007","Entity name=ABCF",99.423,63400,63405,0,0,0,0,0,11,345,0,0,0,36,478,106,13,28,21,344,23,248,65,0,0,0,0,4955,0,0,0,221,454,0,0,36727,0,0,0,0,0,0,0,0,0,0,0,0,9363,0,2,29139,3139,0,0,5409,5409,361,63039,40539,40539,41750,41755
02/15/2019 08:00:00,15,"lpzg1imsbc007","Entity name=ABCF",99.706,89913,89920,0,0,0,0,0,4,247,0,0,0,10,493,69,7,31,19,372,3,361,4,0,0,0,0,5712,0,0,1,161,441,0,0,51362,0,0,0,0,0,0,0,0,0,0,0,0,12362,0,0,42341,4037,0,0,6153,6153,257,89656,58684,58684,58862,58862
02/15/2019 08:00:00,15,"hmbg6imsbc007","Entity name=ABCF",99.578,97740,97760,0,0,0,0,0,9,374,0,0,0,19,512,92,13,33,31,416,6,398,7,0,0,0,0,5901,0,0,2,222,511,0,0,54702,0,0,0,0,0,0,0,0,0,0,0,0,14230,0,1,44665,5171,0,0,6412,6412,393,97347,60751,60751,64224,64223
02/15/2019 08:00:00,15,"mnch4imsbc007","Entity name=ABCF",99.343,107129,107147,0,0,0,0,0,6,669,0,0,0,36,872,143,25,56,25,589,11,522,44,0,0,0,0,7264,0,0,0,308,736,0,0,60876,0,0,0,0,0,0,0,0,0,0,0,0,16439,1,3,49052,4890,0,0,8000,8000,686,106443,67458,67458,70586,70588
02/15/2019 08:15:00,15,"rn2imsbc031","Entity name=ABCF",99.33,101666,101679,0,0,0,0,0,13,627,0,0,0,59,969,196,13,38,32,584,46,437,68,0,0,0,0,8812,0,2,0,319,786,0,0,60620,0,0,0,0,0,0,0,0,0,0,0,0,14768,0,3,46507,5051,0,0,9598,9598,668,100998,65869,65869,66497,66501
02/15/2019 08:15:00,15,"ofbh1imsbc007","Entity name=ABCF",99.368,69815,69826,0,0,0,0,0,15,404,0,0,0,34,591,113,10,30,21,363,24,280,42,1,0,1,0,5439,0,0,1,238,478,0,0,40405,0,0,0,0,0,0,0,0,0,0,0,0,10647,0,0,32095,3145,0,0,5917,5917,430,69385,44396,44396,46035,46033
02/15/2019 08:15:00,15,"lpzg1imsbc007","Entity name=ABCF",99.619,98579,98603,0,0,0,0,0,7,334,0,0,0,19,531,96,14,34,27,412,5,397,6,0,0,0,0,6290,0,0,0,215,512,0,0,56477,0,0,0,0,0,0,0,0,0,0,0,0,14045,0,3,46246,4218,0,0,6802,6802,352,98227,64213,64213,64669,64676
02/15/2019 08:15:00,15,"hmbg6imsbc007","Entity name=ABCF",99.473,105712,105741,0,0,0,0,0,9,512,0,0,0,24,515,104,22,43,30,381,2,365,8,1,0,0,1,6609,0,0,3,251,491,0,0,59140,0,0,0,0,0,0,0,0,0,0,0,0,15794,0,2,48889,4832,0,0,7100,7100,528,105184,65262,65262,69705,69707
02/15/2019 08:15:00,15,"mnch4imsbc007","Entity name=ABCF",99.353,116047,116084,0,0,0,0,0,7,685,0,0,0,51,999,149,28,47,38,700,23,615,51,1,0,1,0,7904,0,0,1,386,857,0,0,65868,0,0,0,0,0,0,0,0,0,0,0,0,18394,2,0,53305,4864,0,0,8761,8761,714,115333,72284,72284,76822,76826
02/15/2019 08:30:00,15,"rn2imsbc031","Entity name=ABCF",99.389,113025,113045,0,0,0,0,0,10,640,0,0,0,56,1075,224,15,59,44,661,40,497,93,0,0,0,0,9536,1,0,0,349,892,0,0,67653,0,0,0,0,0,0,0,0,0,0,0,0,16714,3,4,51373,5974,1,0,10428,10428,671,112354,73102,73102,74222,74231
02/15/2019 08:30:00,15,"ofbh1imsbc007","Entity name=ABCF",99.426,78053,78064,1,0,0,0,0,7,415,0,0,0,35,662,143,14,44,23,389,21,303,49,1,0,1,0,6130,0,0,1,278,535,0,0,45382,0,0,0,0,0,0,0,0,0,0,0,0,11952,2,0,35754,3577,0,1,6665,6665,437,77616,49617,49617,51456,51458
02/15/2019 08:30:00,15,"lpzg1imsbc007","Entity name=ABCF",99.656,108408,108412,0,0,0,0,0,3,354,0,0,0,9,574,78,7,42,16,441,2,425,10,1,0,1,0,6923,0,0,1,222,523,0,0,62532,0,0,0,0,0,0,0,0,0,0,0,0,15431,0,2,50274,5215,0,0,7446,7446,369,108039,70202,70202,71094,71091
02/15/2019 08:30:00,15,"hmbg6imsbc007","Entity name=ABCF",99.533,115568,115596,0,0,0,0,0,9,493,0,0,0,18,588,114,13,49,38,456,5,427,17,0,0,0,0,7224,0,0,3,260,574,0,0,64302,0,0,0,0,0,0,0,0,0,0,0,0,17286,1,1,53387,5399,0,0,7798,7798,512,115056,70692,70692,76241,76251
02/15/2019 08:30:00,15,"mnch4imsbc007","Entity name=ABCF",99.411,127920,127947,0,0,0,0,0,12,693,0,0,0,47,1054,176,24,69,38,726,23,650,38,0,0,0,0,8785,0,1,2,409,908,0,0,72462,0,0,0,0,0,0,0,0,0,0,0,0,20327,2,1,58106,5785,0,0,9693,9693,727,127193,79422,79422,84510,84511
02/15/2019 08:45:00,15,"rn2imsbc031","Entity name=ABCF",99.458,122109,122123,0,0,0,0,0,16,609,0,0,0,58,1142,241,20,63,50,686,38,528,98,0,0,0,0,10181,0,0,0,374,935,0,0,72766,0,0,0,0,0,0,0,0,0,0,0,0,18010,1,3,56087,5883,0,0,11116,11116,648,121461,78645,78645,80159,80158
02/15/2019 08:45:00,15,"ofbh1imsbc007","Entity name=ABCF",99.363,84087,84115,0,0,0,0,0,10,481,0,0,0,47,773,149,20,50,22,481,27,374,64,2,0,1,1,6759,0,0,0,286,641,0,0,48675,0,0,0,0,0,0,0,0,0,0,0,0,12899,1,4,38711,3809,0,0,7400,7400,508,83579,53188,53188,55583,55590
02/15/2019 08:45:00,15,"lpzg1imsbc007","Entity name=ABCF",99.691,117637,117659,0,0,0,0,0,14,318,0,0,0,27,628,116,19,39,29,498,7,479,9,0,0,0,0,7532,1,0,1,233,621,0,0,67810,0,0,0,0,0,0,0,0,0,0,0,0,16990,2,4,54862,5450,0,0,8153,8153,341,117296,76259,76259,77477,77482
02/15/2019 08:45:00,15,"hmbg6imsbc007","Entity name=ABCF",99.467,125293,125324,0,0,0,0,0,12,615,0,0,0,25,674,117,18,51,34,517,6,497,13,1,1,0,0,7669,0,0,2,266,639,0,0,69489,0,0,0,0,0,0,0,0,0,0,0,0,19175,0,1,58196,5579,0,0,8308,8308,637,124656,76586,76586,83147,83145
02/15/2019 08:45:00,15,"mnch4imsbc007","Entity name=ABCF",99.376,135434,135467,0,0,0,0,0,9,791,0,0,0,50,1034,170,25,63,33,700,25,611,53,0,0,0,0,9113,0,0,1,416,874,0,0,76777,0,0,0,0,0,0,0,0,0,0,0,0,21289,1,2,62456,5868,0,0,9987,9987,812,134622,83930,83930,89889,89896
02/15/2019 09:00:00,15,"rn2imsbc031","Entity name=ABCF",99.441,134722,134738,0,0,0,0,0,12,706,0,0,0,52,1192,267,20,63,34,759,32,576,117,2,0,0,2,10930,0,0,1,424,1033,0,0,80116,0,0,0,0,0,0,0,0,0,0,0,0,19970,2,2,60430,7197,0,0,11963,11963,737,133985,86414,86414,87826,87827
02/15/2019 09:00:00,15,"ofbh1imsbc007","Entity name=ABCF",99.391,92828,92839,0,0,0,0,0,15,524,0,0,0,47,787,139,15,27,26,494,32,384,59,0,0,0,0,7319,0,0,1,276,636,0,0,53742,0,0,0,0,0,0,0,0,0,0,0,0,14100,3,0,42023,4699,0,0,7955,7955,554,92274,58400,58400,60985,60983
02/15/2019 09:00:00,15,"lpzg1imsbc007","Entity name=ABCF",99.661,130885,130897,0,0,0,0,0,4,423,0,0,0,14,668,101,8,40,32,529,6,510,9,0,0,0,0,8296,0,0,1,264,633,0,0,75665,0,0,0,0,0,0,0,0,0,0,0,0,19123,1,2,59546,6483,0,0,8929,8929,432,130453,84490,84490,85344,85352
02/15/2019 09:00:00,15,"hmbg6imsbc007","Entity name=ABCF",99.498,136976,137013,0,0,0,0,0,11,626,0,0,0,30,723,139,22,69,30,562,7,536,10,1,1,0,0,8496,0,0,1,295,708,0,0,76214,0,0,0,0,0,0,0,0,0,0,0,0,20913,12,2,62272,7054,0,0,9204,9204,651,136325,83577,83577,90468,90474
02/15/2019 09:00:00,15,"mnch4imsbc007","Entity name=ABCF",99.422,148345,148372,0,0,0,0,0,10,808,0,0,0,54,1130,176,28,66,38,817,25,734,45,3,1,1,1,10029,0,0,3,438,999,0,0,83802,0,0,0,0,0,0,0,0,0,0,0,0,23622,2,1,66801,7040,0,0,11028,11028,830,147515,91586,91586,97781,97778
02/15/2019 09:15:00,15,"rn2imsbc031","Entity name=ABCF",99.476,137636,137658,0,0,0,0,0,11,666,0,0,0,85,1307,261,23,73,30,859,62,657,103,0,0,0,0,11140,0,0,0,431,1125,0,0,81947,0,0,0,0,0,0,0,0,0,0,0,0,20867,1,2,62210,7269,0,0,12265,12265,700,136936,88424,88424,90582,90591
02/15/2019 09:15:00,15,"ofbh1imsbc007","Entity name=ABCF",99.359,96418,96447,0,0,0,0,0,19,552,0,0,0,57,840,161,21,47,31,556,35,433,73,1,0,1,0,7622,1,1,1,292,724,0,0,55799,0,0,0,0,0,0,0,0,0,0,0,0,14733,1,2,43668,4934,0,0,8346,8346,589,95829,60659,60659,63491,63497
02/15/2019 09:15:00,15,"lpzg1imsbc007","Entity name=ABCF",99.694,135624,135655,0,0,0,0,0,9,357,0,0,0,21,678,109,16,37,33,546,4,522,15,0,0,0,0,8598,1,0,1,274,664,0,0,77943,0,0,0,0,0,0,0,0,0,0,0,0,19653,3,6,62827,6317,0,0,9262,9262,384,135240,87327,87327,89003,89007
02/15/2019 09:15:00,15,"hmbg6imsbc007","Entity name=ABCF",99.358,141394,141438,0,0,0,0,0,15,837,0,0,0,32,797,149,27,63,41,635,5,604,19,1,0,0,1,8736,0,0,2,315,788,0,0,78025,0,0,0,0,0,0,0,0,0,0,0,0,21341,0,1,64802,7083,0,0,9524,9524,864,140530,85505,85505,93439,93442
02/15/2019 09:15:00,15,"mnch4imsbc007","Entity name=ABCF",99.372,150852,150889,0,0,0,0,0,15,874,0,0,0,56,1243,179,25,59,35,889,31,795,47,1,0,1,0,9988,0,0,0,435,1079,1,0,84810,0,0,0,0,1,0,0,0,0,0,0,0,24352,1,5,67946,7125,0,0,11067,11067,910,149942,92448,92448,99733,99741
02/15/2019 09:30:00,15,"rn2imsbc031","Entity name=ABCF",99.505,145038,145054,0,0,0,0,0,15,674,0,0,0,69,1235,293,30,80,33,738,39,586,81,0,0,0,0,11749,0,1,0,410,1035,1,0,86249,0,0,0,0,1,0,0,0,0,0,0,0,21746,1,2,65723,7680,0,0,12784,12784,702,144336,93130,93130,95394,95397
02/15/2019 09:30:00,15,"ofbh1imsbc007","Entity name=ABCF",99.457,101368,101381,0,0,0,0,0,11,509,0,0,0,53,839,169,20,44,29,507,32,384,70,1,1,0,0,7811,0,0,0,314,683,0,0,58976,0,0,0,0,0,0,0,0,0,0,0,0,15801,1,2,45797,5234,0,0,8494,8494,538,100830,63735,63735,67001,67002
02/15/2019 09:30:00,15,"lpzg1imsbc007","Entity name=ABCF",99.676,143095,143108,0,0,0,0,0,4,441,0,0,0,30,768,141,21,57,37,613,9,585,12,0,0,0,0,9105,0,0,2,321,767,0,0,82436,0,0,0,0,0,0,0,0,0,0,0,0,20794,1,5,65581,6929,0,0,9872,9872,450,142645,91949,91949,93553,93557
02/15/2019 09:30:00,15,"hmbg6imsbc007","Entity name=ABCF",99.44,150155,150191,0,0,0,0,0,17,781,0,0,0,36,818,169,29,90,35,629,7,608,6,1,0,1,0,9294,0,0,0,330,801,0,0,83437,0,0,0,0,0,0,0,0,0,0,0,0,23528,5,1,67997,7415,2,0,10095,10095,805,149350,90764,90764,99201,99204
02/15/2019 09:30:00,15,"mnch4imsbc007","Entity name=ABCF",99.453,158520,158553,0,0,0,0,0,8,806,0,0,0,50,1214,210,28,94,36,866,22,739,70,1,0,1,0,10559,0,0,2,473,1086,0,0,89316,0,0,0,0,0,0,0,0,0,0,0,0,25693,0,2,71661,7407,1,0,11645,11645,835,157685,97345,97345,105068,105072
02/15/2019 09:45:00,15,"rn2imsbc031","Entity name=ABCF",99.466,148976,149012,0,0,0,0,0,3,746,0,0,0,94,1247,253,34,75,38,818,60,612,107,2,0,0,2,11902,0,1,6,439,1082,0,0,89082,0,0,0,0,0,0,0,0,0,0,0,0,22419,5,2,67409,7836,0,0,12984,12984,760,148216,95394,95394,97917,97916
02/15/2019 09:45:00,15,"ofbh1imsbc007","Entity name=ABCF",99.362,102249,102266,0,0,0,0,0,14,611,0,0,0,53,897,218,26,61,30,574,27,449,81,0,0,0,0,7889,0,0,0,328,802,0,0,59364,0,0,0,0,0,0,0,0,0,0,0,0,15979,1,3,46455,5088,0,0,8691,8691,635,101614,64143,64143,67701,67705
02/15/2019 09:45:00,15,"lpzg1imsbc007","Entity name=ABCF",99.698,145651,145673,0,0,0,0,0,4,402,0,0,0,27,730,117,19,50,26,581,8,553,16,0,0,0,0,9321,0,0,1,299,705,0,0,84386,0,0,0,0,0,0,0,0,0,0,0,0,21585,0,3,67066,6907,0,0,10026,10026,418,145233,93431,93431,95787,95793
02/15/2019 09:45:00,15,"hmbg6imsbc007","Entity name=ABCF",99.462,152126,152162,0,0,0,0,0,15,762,0,0,0,33,789,162,22,77,41,596,11,558,19,1,0,0,1,9253,0,0,2,321,768,0,0,84402,0,0,0,0,0,0,0,0,0,0,0,0,23285,2,1,70174,7413,0,0,10021,10021,783,151343,92068,92068,101103,101101
02/15/2019 09:45:00,15,"mnch4imsbc007","Entity name=ABCF",99.416,161582,161628,0,0,0,0,0,4,875,0,0,0,54,1257,190,33,66,39,878,21,796,45,1,0,1,0,10787,0,1,4,463,1069,0,0,91481,0,0,0,0,0,0,0,0,0,0,0,0,26062,4,0,73515,7776,0,0,11856,11856,898,160684,99383,99383,107686,107690
02/15/2019 10:00:00,15,"rn2imsbc031","Entity name=ABCF",99.496,154671,154694,0,0,0,0,0,5,733,0,0,0,82,1360,273,29,79,40,852,52,672,99,1,0,1,0,12048,1,0,1,414,1136,0,0,92438,0,0,0,0,0,0,0,0,0,0,0,0,23448,2,1,69662,8059,1,0,13184,13184,757,153914,98873,98873,101397,101396
02/15/2019 10:00:00,15,"ofbh1imsbc007","Entity name=ABCF",99.407,105669,105692,0,0,0,0,0,10,582,0,0,0,61,809,175,25,54,23,543,36,411,74,0,0,0,0,8067,0,0,2,323,722,0,0,61335,0,0,0,0,0,0,0,0,0,0,0,0,16476,0,0,47634,5116,0,0,8789,8789,604,105065,66345,66345,69416,69415
02/15/2019 10:00:00,15,"lpzg1imsbc007","Entity name=ABCF",99.68,148932,148947,0,0,0,0,0,7,453,0,0,0,21,832,100,10,50,24,664,10,636,9,0,0,0,0,9406,1,0,3,291,768,0,0,86700,0,0,0,0,0,0,0,0,0,0,0,0,22197,0,1,67931,7076,0,0,10174,10174,462,148470,95538,95538,97434,97437
02/15/2019 10:00:00,15,"hmbg6imsbc007","Entity name=ABCF",99.528,156029,156074,0,0,0,0,0,14,675,0,0,0,32,830,128,22,51,33,654,9,628,12,0,0,0,0,9421,1,0,2,321,791,0,0,86903,0,0,0,0,0,0,0,0,0,0,0,0,24286,4,4,70811,7979,0,0,10212,10212,692,155337,94444,94444,103319,103328
02/15/2019 10:00:00,15,"mnch4imsbc007","Entity name=ABCF",99.418,166869,166942,0,0,0,0,0,15,866,0,0,0,39,1294,198,18,78,49,934,21,836,57,1,0,1,0,10922,0,0,1,450,1145,0,0,94018,0,0,0,0,0,0,0,0,0,0,0,0,26663,2,3,74811,8368,0,0,12067,12067,898,165971,102335,102335,110145,110153
02/15/2019 10:15:00,15,"rn2imsbc031","Entity name=ABCF",99.458,153732,153749,0,0,0,0,0,65,734,0,0,0,77,1427,268,23,74,45,890,52,698,99,0,0,0,0,12245,2,0,4,430,1161,0,0,91304,0,0,0,0,0,0,0,0,0,0,0,0,23446,4,0,69609,7961,0,0,13406,13406,817,152915,98139,98139,101242,101248
02/15/2019 10:15:00,15,"ofbh1imsbc007","Entity name=ABCF",99.457,104873,104896,0,0,0,0,0,17,518,0,0,0,37,847,181,18,46,27,542,19,416,73,0,0,0,0,8013,0,0,2,305,729,0,0,60668,0,0,0,0,0,0,0,0,0,0,0,0,16452,1,1,47731,5178,0,0,8742,8742,547,104326,65797,65797,69528,69529
02/15/2019 10:15:00,15,"lpzg1imsbc007","Entity name=ABCF",99.659,149055,149064,0,0,0,0,0,4,490,0,0,0,25,814,112,20,41,37,638,5,614,10,0,0,0,0,9541,0,0,0,317,751,0,0,86183,0,0,0,0,0,0,0,0,0,0,0,0,22080,0,0,68468,6902,0,0,10292,10292,499,148556,95470,95470,97698,97697
02/15/2019 10:15:00,15,"hmbg6imsbc007","Entity name=ABCF",99.528,155654,155698,0,0,0,0,0,10,673,0,0,0,30,803,124,19,56,27,644,10,614,14,2,1,1,0,9546,0,0,0,339,777,0,0,86365,0,0,0,0,0,0,0,0,0,0,0,0,24019,0,5,71394,7596,0,0,10323,10323,691,154963,94050,94050,103278,103287
02/15/2019 10:15:00,15,"mnch4imsbc007","Entity name=ABCF",99.416,164032,164070,0,0,0,0,0,15,888,0,0,0,53,1260,209,21,78,44,951,31,837,65,0,0,0,0,10902,1,0,1,487,1166,0,0,92465,0,0,0,0,0,0,0,0,0,0,0,0,26583,0,4,74643,7808,0,0,12068,12068,920,163112,100574,100574,109370,109369
02/15/2019 10:30:00,15,"rn2imsbc031","Entity name=ABCF",99.483,155852,155867,0,0,0,0,0,8,777,0,0,0,97,1390,310,35,74,46,873,62,676,86,1,0,1,0,12318,0,0,2,422,1193,0,0,92899,0,0,0,0,0,0,0,0,0,0,0,0,23665,1,2,70698,7918,1,0,13511,13511,791,155061,99833,99833,102528,102529
02/15/2019 10:30:00,15,"ofbh1imsbc007","Entity name=ABCF",99.42,106239,106255,0,0,0,0,0,10,578,0,0,0,59,846,189,30,42,32,536,29,418,61,0,0,0,0,8231,0,0,2,329,729,0,0,61647,0,0,0,0,0,0,0,0,0,0,0,0,16478,0,2,48290,5163,0,0,8960,8960,600,105639,66466,66466,70121,70124
02/15/2019 10:30:00,15,"lpzg1imsbc007","Entity name=ABCF",99.691,150124,150146,0,0,0,0,0,4,435,0,0,0,28,785,121,16,51,21,643,12,607,17,1,0,1,0,9618,0,0,5,285,768,0,0,87340,0,0,0,0,0,0,0,0,0,0,0,0,22216,0,2,68996,7427,0,0,10386,10386,442,149682,96530,96530,98856,98860
