"Result  :  Query Result"
"Save Time: 03/01/2019 13:31:42"

"User Name:xli"

"Total 13,675   Records"

"Start Time","Period","NE Name","ABCF","AAR Message Success Rate on A-BCF (%)","Number of AAA Messages Received by A-BCF (times)","Number of AAR Messages Sent by A-BCF (times)","Number of ABCF AAA Timeout Times (times)","Number of ABCF Dedicated Bearer Reestablishment Successes (times)","Number of ABCF Dedicated Bearer Reestablishment Times (times)","Number of A-BCF-Received AAA Messages Carrying DUPLICATED_AF_SESSION (times)","Number of A-BCF-Received AAA Messages Carrying FILTER_RESTRICTIONS (times)","Number of A-BCF-Received AAA Messages Carrying INVALID_SERVICE_INFORMATION (times)","Number of A-BCF-Received AAA Messages Carrying IP-CAN_SESSION_NOT_AVAILABLE (times)","Number of A-BCF-Received AAA Messages Carrying REQUESTED_SERVICE_NOT_AUTHORIZED (times)","Number of A-BCF-Received AAA Messages Carrying TEMPORARY_NETWORK_FAILURE (times)","Number of A-BCF-Received AAA Messages Carrying UNAUTHORIZED_NON_EMERGENCY_SESSION (times)","Number of ABCF-Received ASR Messages Before Call Answering (times)","Number of ABCF-Received ASR Messages Before Call Establishment (times)","Number of A-BCF-Received ASR Messages Carrying BEARER_RELEASED (times)","Number of ABCF-Received ASR Messages Carrying BEARER_RELEASED Before Call Answering (times)","Number of ABCF-Received ASR Messages Carrying BEARER_RELEASED Before Call Establishment (times)","Number of ABCF-Received ASR Messages Carrying BEARER_RELEASED During Calls (times)","Number of A-BCF-Received ASR Messages Carrying INSUFFICIENT_BEARER_RESOURCES (times)","Number of ABCF-Received ASR Messages Carrying INSUFFICIENT_BEARER_RESOURCES Before Call Answering (times)","Number of ABCF-Received ASR Messages Carrying INSUFFICIENT_BEARER_RESOURCES Before Call Establishment (times)","Number of ABCF-Received ASR Messages Carrying INSUFFICIENT_BEARER_RESOURCES During Calls (times)","Number of A-BCF-Received ASR Messages Carrying INSUFFICIENT_SERVER_RESOURCES (times)","Number of ABCF-Received ASR Messages Carrying INSUFFICIENT_SERVER_RESOURCES Before Call Answering (times)","Number of ABCF-Received ASR Messages Carrying INSUFFICIENT_SERVER_RESOURCES Before Call Establishment (times)","Number of ABCF-Received ASR Messages Carrying INSUFFICIENT_SERVER_RESOURCES During Calls (times)","Number of A-BCF-Received ASR Messages Carrying PS_TO_CS_HANDOVER (times)","Number of ABCF-Received ASR Messages Carrying PS_TO_CS_HANDOVER Before Call Answering (times)","Number of ABCF-Received ASR Messages Carrying PS_TO_CS_HANDOVER Before Call Establishment (times)","Number of ABCF-Received ASR Messages Carrying PS_TO_CS_HANDOVER During Calls (times)","Number of ABCF-Received ASR Messages During Calls (times)","Number of A-BCF-Received ASR Messages for Session Release (times)","Number of A-BCF-Received RAR Messages Carrying BEARER_RELEASED (times)","Number of A-BCF-Received RAR Messages Carrying charging-correlaton-exchange (times)","Number of A-BCF-Received RAR Messages Carrying indication-of-access-network-info-report (times)","Number of A-BCF-Received RAR Messages Carrying indication-of-connection-status (times)","Number of A-BCF-Received RAR Messages Carrying indication-of-failed-resource-allocation (times)","Number of A-BCF-Received RAR Messages Carrying indication-of-loss-of-bearer (times)","Number of A-BCF-Received RAR Messages Carrying indication-of-recovery-of-bearer (times)","Number of A-BCF-Received RAR Messages Carrying indication-of-release-of-bearer (times)","Number of A-BCF-Received RAR Messages Carrying indication-of-resource-status (times)","Number of A-BCF-Received RAR Messages Carrying indication-of-successful-resource-allocation (times)","Number of A-BCF-Received RAR Messages Carrying INSUFFICIENT_BEARER_RESOURCES (times)","Number of A-BCF-Received RAR Messages Carrying INSUFFICIENT_SERVER_RESOURCES (times)","Number of A-BCF-Received RAR Messages Carrying ip-can-change (times)","Number of A-BCF-Received RAR Messages Carrying ip-can-change (for Registered Users) (times)","Number of A-BCF-Received RAR Messages Carrying PS_TO_CS_HANDOVER (times)","Number of A-BCF-Sent STR Messages Carrying DIAMETER_ADMINISTRATIVE (times)","Number of A-BCF-Sent STR Messages Carrying DIAMETER_BAD_ANSWER (times)","Number of A-BCF-Sent STR Messages Carrying DIAMETER_LINK_BROKEN (times)","Number of A-BCF-Sent STR Messages Carrying DIAMETER_LOGOUT (times)","Number of A-BCF-Sent STR Messages Carrying DIAMETER_SERVICE_NOT_PROVIDED (times)","Number of A-BCF-Sent STR Messages Carrying DIAMETER_SESSION_TIMEOUT (times)","Number of ABCF STA Timeout Times (times)","Number of ASA Messages Sent by A-BCF (times)","Number of ASR Messages Received by A-BCF (times)","Number of Negative AAA Messages Received by A-BCF (times)","Number of Positive AAA Messages Received by A-BCF (times)","Number of RAA Messages Sent by A-BCF (times)","Number of RAR Messages Received by A-BCF (times)","Number of STA Messages Received by A-BCF (times)","Number of STR Messages Sent by A-BCF (times)"
02/03/2019 01:00:00,15,"hmbg6imsbc007","Entity name=ABCF",99.375,15516,15521,0,0,0,0,0,1,91,0,0,0,5,91,20,4,11,2,79,1,76,1,0,0,0,0,722,0,0,0,16,99,0,0,8268,0,0,0,0,0,0,0,0,0,0,0,0,2512,0,0,7653,790,0,0,821,821,92,15424,10138,10138,10967,10967
02/03/2019 01:00:00,15,"mnch4imsbc007","Entity name=ABCF",99.512,14352,14356,0,0,0,0,0,2,64,0,0,0,6,122,12,1,4,4,127,5,111,9,0,0,0,0,722,0,0,0,34,139,0,0,7730,0,0,0,0,0,0,0,0,0,0,0,0,2418,0,0,7108,650,0,0,861,861,66,14286,9410,9410,10190,10192
02/03/2019 01:15:00,15,"rn2imsbc031","Entity name=ABCF",99.402,14222,14222,0,0,0,0,0,0,85,0,0,0,6,80,28,0,7,3,80,6,60,6,0,0,0,0,792,0,0,2,31,112,0,0,8205,0,0,0,0,0,0,0,0,0,0,0,0,2307,0,1,6897,735,0,0,904,904,85,14137,9666,9666,9951,9952
02/03/2019 01:15:00,15,"ofbh1imsbc007","Entity name=ABCF",99.4,10170,10170,0,0,0,0,0,0,61,0,0,0,4,69,21,1,7,1,57,3,51,1,0,0,0,0,517,0,0,0,15,79,0,0,5533,0,0,0,0,0,0,0,0,0,0,0,0,1695,0,0,5157,432,0,0,596,596,61,10109,6943,6943,7295,7294
02/03/2019 01:15:00,15,"lpzg1imsbc007","Entity name=ABCF",99.589,8524,8525,0,0,0,0,0,1,33,0,0,0,0,54,7,0,4,2,47,0,47,0,0,0,0,0,395,0,0,0,9,55,0,0,4543,0,0,0,0,0,0,0,0,0,0,0,0,1549,0,1,4213,354,0,0,450,450,34,8490,5873,5873,6123,6124
02/03/2019 01:15:00,15,"hmbg6imsbc007","Entity name=ABCF",99.647,13864,13866,0,0,0,0,0,2,45,0,0,0,6,97,17,5,6,4,89,1,87,1,1,0,0,1,716,0,0,0,30,107,0,0,7655,0,0,0,0,0,0,0,0,0,0,0,0,2564,0,0,6457,733,0,0,823,823,47,13817,9021,9021,9777,9777
02/03/2019 01:15:00,15,"mnch4imsbc007","Entity name=ABCF",99.509,13228,13227,0,0,0,0,0,2,64,0,0,0,1,129,23,1,7,6,117,0,112,4,0,0,0,0,663,0,0,0,26,142,0,0,7257,0,0,0,0,0,0,0,0,0,0,0,0,2349,0,1,6400,681,0,0,805,805,66,13162,8604,8604,9445,9444
02/03/2019 01:30:00,15,"rn2imsbc031","Entity name=ABCF",99.285,12995,12999,0,0,0,0,0,0,89,0,0,0,3,74,24,1,6,2,72,2,59,10,0,0,0,0,752,0,0,0,23,96,0,0,7653,0,0,0,0,0,0,0,0,0,0,0,0,2318,0,0,6218,657,0,0,848,848,89,12906,8858,8858,9197,9198
02/03/2019 01:30:00,15,"ofbh1imsbc007","Entity name=ABCF",99.325,9482,9484,0,0,0,0,0,0,62,0,0,0,5,71,24,3,8,2,65,2,57,4,0,0,0,0,480,0,0,0,17,90,0,0,5291,0,0,0,0,0,0,0,0,0,0,0,0,1644,0,0,4697,397,0,0,570,570,62,9420,6401,6401,6744,6744
02/03/2019 01:30:00,15,"lpzg1imsbc007","Entity name=ABCF",99.663,7709,7711,0,0,0,0,0,0,24,0,0,0,1,44,5,1,1,1,39,0,39,0,0,0,0,0,327,0,0,0,6,45,0,0,4169,0,0,0,0,0,0,0,0,0,0,0,0,1477,0,1,3677,310,0,0,372,372,24,7685,5320,5320,5467,5469
02/03/2019 01:30:00,15,"hmbg6imsbc007","Entity name=ABCF",99.387,12713,12715,0,0,0,0,0,0,76,0,0,0,1,103,14,1,6,4,94,0,91,1,0,0,0,0,629,0,0,0,17,109,0,0,6910,0,0,0,0,0,0,0,0,0,0,0,0,2310,0,1,6050,616,0,0,738,738,76,12637,8279,8279,8987,8988
02/03/2019 01:30:00,15,"mnch4imsbc007","Entity name=ABCF",99.353,12368,12368,0,0,0,0,0,0,80,0,0,0,5,116,15,2,6,0,114,3,103,6,0,0,0,0,620,0,0,0,16,129,0,0,6799,0,0,0,0,0,0,0,0,0,0,0,0,2191,0,0,5809,692,0,0,749,749,80,12288,7994,7994,8697,8698
02/03/2019 01:45:00,15,"rn2imsbc031","Entity name=ABCF",99.361,12358,12361,0,0,0,0,0,1,75,0,0,0,4,82,27,1,7,8,79,3,62,7,0,0,0,0,725,0,0,1,26,107,0,0,7278,0,0,0,0,0,0,0,0,0,1,1,0,2237,0,0,5933,627,0,0,832,832,76,12282,8509,8510,8800,8801
02/03/2019 01:45:00,15,"ofbh1imsbc007","Entity name=ABCF",99.296,8657,8659,0,0,0,0,0,2,57,0,0,0,1,61,15,0,3,0,54,1,50,2,0,0,0,0,390,0,0,0,10,69,0,0,4843,0,0,0,0,0,0,0,0,0,0,0,0,1501,0,0,4161,423,0,0,459,459,59,8598,5769,5769,6088,6088
02/03/2019 01:45:00,15,"lpzg1imsbc007","Entity name=ABCF",99.635,7130,7131,0,0,0,0,0,1,24,0,0,0,2,60,6,1,0,3,56,1,55,0,1,0,1,0,319,0,0,0,10,64,0,0,3698,0,0,0,0,0,0,0,0,0,0,0,0,1201,0,1,3488,355,0,0,383,383,25,7105,4877,4877,5050,5051
02/03/2019 01:45:00,15,"hmbg6imsbc007","Entity name=ABCF",99.468,12037,12037,0,0,0,0,0,0,64,0,0,0,4,98,14,2,8,2,89,2,86,0,0,0,0,0,578,0,0,0,9,103,0,0,6657,0,0,0,0,0,0,0,0,0,0,0,0,2271,0,0,5639,589,0,0,681,681,64,11973,7896,7896,8503,8503
02/03/2019 01:45:00,15,"mnch4imsbc007","Entity name=ABCF",99.455,11551,11552,0,0,0,0,0,2,58,0,0,0,4,91,14,4,4,0,85,0,83,1,0,0,0,0,599,0,0,0,15,99,0,0,6348,0,0,0,0,0,0,0,0,0,0,0,0,2068,0,0,5444,573,0,0,698,698,62,11489,7494,7494,8095,8095
02/03/2019 02:00:00,15,"rn2imsbc031","Entity name=ABCF",99.413,11761,11762,0,0,0,0,0,1,67,0,0,0,3,66,19,1,4,1,60,2,49,4,0,0,0,0,636,0,0,0,10,86,0,0,6855,0,0,0,0,0,0,0,0,0,0,0,0,2076,0,0,5511,620,0,0,722,722,68,11693,7987,7987,8210,8210
02/03/2019 02:00:00,15,"ofbh1imsbc007","Entity name=ABCF",99.22,8199,8202,0,0,0,0,0,1,60,0,0,0,2,76,16,0,6,1,75,2,66,3,0,0,0,0,422,0,0,0,20,96,0,0,4610,0,0,0,0,0,0,0,0,0,0,0,0,1396,0,1,3957,398,0,0,518,518,61,8138,5397,5397,5758,5759
02/03/2019 02:00:00,15,"lpzg1imsbc007","Entity name=ABCF",99.283,6697,6697,0,0,0,0,0,5,43,0,0,0,1,37,4,1,1,2,34,0,31,1,0,0,0,0,309,0,0,0,9,41,0,0,3605,0,0,0,0,0,0,0,0,0,0,0,0,1226,0,0,3235,275,0,0,350,350,48,6649,4607,4607,4741,4741
02/03/2019 02:00:00,15,"hmbg6imsbc007","Entity name=ABCF",99.478,11295,11299,0,0,0,0,0,0,55,0,0,0,3,84,10,2,5,1,74,1,73,0,0,0,0,0,606,0,0,0,12,88,0,0,6189,0,0,0,0,0,0,0,0,0,0,0,0,2211,0,0,5197,523,0,0,694,694,55,11240,7337,7337,7939,7941
02/03/2019 02:00:00,15,"mnch4imsbc007","Entity name=ABCF",99.383,11174,11176,0,0,0,0,0,0,67,0,0,0,5,74,21,3,8,1,67,2,63,2,0,0,0,0,537,0,0,0,19,94,0,0,6244,0,0,0,0,0,0,0,0,0,0,0,0,2108,0,0,5094,606,0,0,631,631,67,11107,7378,7378,7816,7816
02/03/2019 02:15:00,15,"rn2imsbc031","Entity name=ABCF",99.204,10557,10557,0,0,0,0,0,1,83,0,0,0,6,53,26,1,7,1,50,5,38,3,0,0,0,0,598,0,0,0,16,80,0,0,6085,0,0,0,0,0,0,0,0,0,0,0,0,1880,0,1,5028,528,0,0,678,678,84,10473,7189,7189,7442,7443
02/03/2019 02:15:00,15,"ofbh1imsbc007","Entity name=ABCF",99.179,7186,7185,0,0,0,0,0,1,59,0,0,0,3,33,13,1,5,0,30,2,24,2,0,0,0,0,347,0,0,0,13,43,0,0,4101,0,0,0,0,0,0,0,0,0,0,0,0,1337,0,0,3423,294,0,0,390,390,60,7126,4852,4852,5057,5058
02/03/2019 02:15:00,15,"lpzg1imsbc007","Entity name=ABCF",99.619,6559,6561,0,0,0,0,0,0,23,0,0,0,2,41,3,1,0,1,42,1,41,0,0,0,0,0,279,0,0,0,6,46,0,0,3588,0,0,0,0,0,0,0,0,0,0,0,0,1248,0,1,3093,319,0,0,325,325,23,6536,4493,4493,4664,4665
02/03/2019 02:15:00,15,"hmbg6imsbc007","Entity name=ABCF",99.49,10582,10585,0,0,0,0,0,1,50,0,0,0,2,80,9,1,3,3,75,1,72,1,0,0,0,0,519,0,0,0,21,86,0,0,5841,0,0,0,0,0,0,0,0,0,0,0,0,2070,0,0,4822,495,0,0,605,605,51,10531,6847,6847,7404,7402
02/03/2019 02:15:00,15,"mnch4imsbc007","Entity name=ABCF",99.234,10570,10575,0,0,0,0,0,0,76,0,0,0,1,79,9,0,4,2,81,1,73,6,0,0,0,0,474,0,0,0,19,90,0,0,5750,0,0,0,0,0,0,0,0,0,0,0,0,1944,0,0,4928,513,0,0,564,564,76,10494,6848,6848,7394,7396
02/03/2019 02:30:00,15,"rn2imsbc031","Entity name=ABCF",99.293,9763,9763,0,0,0,0,0,1,68,0,0,0,7,60,27,3,5,3,59,4,46,4,0,0,0,0,558,0,0,0,24,87,0,0,5575,0,0,0,0,0,0,0,0,0,0,0,0,1811,0,0,4656,403,0,0,645,645,69,9694,6699,6699,6882,6882
02/03/2019 02:30:00,15,"ofbh1imsbc007","Entity name=ABCF",99.456,6988,6988,0,0,0,0,0,0,38,0,0,0,4,46,20,1,4,3,44,3,35,4,0,0,0,0,355,0,0,0,19,64,0,0,4021,0,0,0,0,0,0,0,0,0,0,0,0,1311,0,0,3196,332,0,0,419,419,38,6950,4560,4560,4841,4841
02/03/2019 02:30:00,15,"lpzg1imsbc007","Entity name=ABCF",99.751,6029,6030,0,0,0,0,0,1,13,0,0,0,0,30,4,0,1,1,27,0,27,0,0,0,0,0,253,0,0,0,10,31,0,0,3249,0,0,0,0,0,0,0,0,0,0,0,0,1076,0,0,2922,267,0,0,284,284,14,6015,4144,4144,4273,4273
02/03/2019 02:30:00,15,"hmbg6imsbc007","Entity name=ABCF",99.44,9636,9640,0,0,0,0,0,2,48,0,0,0,1,101,4,0,2,2,94,1,92,0,0,0,0,0,459,0,0,0,9,98,0,0,5346,0,0,0,0,0,0,0,0,0,0,0,0,1853,0,0,4582,422,0,0,557,557,50,9586,6375,6375,6862,6864
02/03/2019 02:30:00,15,"mnch4imsbc007","Entity name=ABCF",99.491,9622,9626,0,0,0,0,0,0,45,0,0,0,1,95,7,1,2,1,95,0,88,4,0,0,0,0,465,0,0,0,17,103,0,0,5329,0,0,0,0,0,0,0,0,0,0,0,0,1934,0,0,4418,437,0,0,568,568,45,9577,6295,6295,6802,6800
02/03/2019 02:45:00,15,"rn2imsbc031","Entity name=ABCF",99.134,9352,9352,0,0,0,0,0,0,81,0,0,0,5,82,16,2,4,3,73,3,63,6,0,0,0,0,502,0,0,0,26,90,0,0,5346,0,0,0,0,0,0,0,0,0,0,0,0,1687,0,0,4616,422,0,0,592,592,81,9271,6477,6477,6740,6740
02/03/2019 02:45:00,15,"ofbh1imsbc007","Entity name=ABCF",99.305,6475,6477,0,0,0,0,0,1,42,0,0,0,8,45,8,1,5,1,50,7,38,4,1,0,0,1,315,0,0,0,11,60,0,0,3724,0,0,0,0,0,0,0,0,0,0,0,0,1259,0,1,2858,338,0,0,375,375,43,6432,4256,4256,4459,4461
02/03/2019 02:45:00,15,"lpzg1imsbc007","Entity name=ABCF",99.46,5742,5742,0,0,0,0,0,0,31,0,0,0,1,46,5,1,3,1,43,0,42,1,0,0,0,0,200,0,0,0,9,49,0,0,3003,0,0,0,0,0,0,0,0,0,0,0,0,1077,0,1,2617,297,0,0,249,249,31,5711,3812,3812,3997,3998
02/03/2019 02:45:00,15,"hmbg6imsbc007","Entity name=ABCF",99.518,9131,9130,0,0,0,0,0,0,45,0,0,0,3,82,13,3,9,1,69,0,68,1,0,0,0,0,433,0,0,1,9,83,0,0,5263,0,0,0,0,0,0,0,0,0,0,0,0,1831,0,1,4231,391,0,0,516,516,45,9086,6065,6065,6458,6458
02/03/2019 02:45:00,15,"mnch4imsbc007","Entity name=ABCF",99.469,9031,9035,0,0,0,0,0,1,43,0,0,0,2,66,3,1,2,0,64,1,62,1,0,0,0,0,458,0,0,0,4,67,0,0,5124,0,0,0,0,0,0,0,0,0,0,0,0,1854,0,0,3856,510,0,0,525,525,44,8987,5869,5869,6222,6222
02/03/2019 03:00:00,15,"rn2imsbc031","Entity name=ABCF",99.244,8329,8330,0,0,0,0,0,1,61,0,0,0,4,37,15,1,7,0,38,3,26,4,0,0,0,0,412,0,0,0,17,53,0,0,4845,0,0,0,0,0,0,0,0,0,0,0,0,1485,0,0,3988,455,0,0,465,465,62,8267,5746,5746,5938,5938
02/03/2019 03:00:00,15,"ofbh1imsbc007","Entity name=ABCF",99.026,6053,6056,0,0,0,0,0,2,54,0,0,0,4,31,9,0,2,0,31,4,25,1,0,0,0,0,331,0,0,0,9,40,0,0,3583,0,0,0,0,0,0,0,0,0,0,0,0,1191,1,0,2716,258,0,0,371,371,56,5997,4004,4004,4167,4167
02/03/2019 03:00:00,15,"lpzg1imsbc007","Entity name=ABCF",99.396,4962,4963,0,0,0,0,0,0,29,0,0,0,0,45,3,0,0,1,44,0,44,0,0,0,0,0,209,0,0,0,7,47,0,0,2731,0,0,0,0,0,0,0,0,0,0,0,0,991,0,0,2226,269,0,0,256,256,29,4933,3310,3310,3491,3492
02/03/2019 03:00:00,15,"hmbg6imsbc007","Entity name=ABCF",99.504,8660,8664,0,0,0,0,0,0,39,0,0,0,2,52,12,1,6,5,46,1,45,0,0,0,0,0,452,0,0,0,16,58,0,0,4999,0,0,0,0,0,0,0,0,0,0,0,0,1744,0,0,3884,405,0,0,510,510,39,8621,5633,5633,6040,6042
02/03/2019 03:00:00,15,"mnch4imsbc007","Entity name=ABCF",99.583,8877,8878,0,0,0,0,0,1,35,0,0,0,3,69,11,1,4,3,66,2,63,1,0,0,0,0,399,0,0,0,13,77,0,0,5071,0,0,0,0,0,0,0,0,0,0,0,0,1748,0,0,3892,450,0,0,476,476,36,8841,5774,5774,6095,6096
02/03/2019 03:15:00,15,"rn2imsbc031","Entity name=ABCF",99.482,8099,8101,0,0,0,0,0,1,39,0,0,0,2,42,11,1,2,1,32,1,29,1,0,0,0,0,415,0,0,0,14,43,0,0,4685,0,0,0,0,0,0,0,0,0,0,0,0,1489,0,0,3928,351,0,0,458,458,40,8059,5568,5568,5776,5776
02/03/2019 03:15:00,15,"ofbh1imsbc007","Entity name=ABCF",99.536,5813,5813,0,0,0,0,0,0,27,0,0,0,7,25,2,0,0,0,37,7,22,6,0,0,0,0,261,0,0,0,11,40,0,0,3371,0,0,0,0,0,0,0,0,0,0,0,0,1091,0,0,2700,256,0,0,301,301,27,5786,3908,3908,4050,4051
02/03/2019 03:15:00,15,"lpzg1imsbc007","Entity name=ABCF",99.229,4794,4796,0,0,0,0,0,2,33,0,0,0,0,33,3,0,3,0,30,0,29,1,0,0,0,0,195,0,0,0,2,33,0,0,2639,0,0,0,0,0,0,0,0,0,0,0,0,930,0,0,2109,290,0,0,228,228,35,4759,3161,3161,3330,3330
02/03/2019 03:15:00,15,"hmbg6imsbc007","Entity name=ABCF",99.335,7964,7966,0,0,0,0,0,3,48,0,0,0,2,38,5,0,2,2,35,2,33,0,0,0,0,0,357,0,0,0,8,42,0,0,4475,0,0,0,0,0,0,0,0,0,0,0,0,1577,0,1,3500,431,0,0,399,399,51,7913,5074,5074,5512,5513
02/03/2019 03:15:00,15,"mnch4imsbc007","Entity name=ABCF",99.371,7791,7794,0,0,0,0,0,1,45,0,0,0,1,63,8,1,4,0,55,0,53,2,0,0,0,0,360,0,0,0,9,63,0,0,4481,0,0,0,0,0,0,0,0,0,0,0,0,1611,0,0,3494,380,0,0,423,423,46,7745,5097,5097,5492,5492
02/03/2019 03:30:00,15,"rn2imsbc031","Entity name=ABCF",99.48,7496,7498,0,0,0,0,0,0,37,0,0,0,3,49,13,1,1,4,49,2,43,4,0,0,0,0,406,0,0,0,16,62,0,0,4456,0,0,0,0,0,0,0,0,0,0,0,0,1444,2,0,3524,345,0,0,468,468,37,7459,5146,5146,5318,5319
02/03/2019 03:30:00,15,"ofbh1imsbc007","Entity name=ABCF",99.271,5621,5621,0,0,0,0,0,0,41,0,0,0,0,26,5,0,4,0,24,0,22,0,0,0,0,0,282,0,0,0,5,29,0,0,3256,0,0,0,0,0,0,0,0,0,0,0,0,1082,0,0,2571,276,0,0,311,311,41,5580,3742,3742,3930,3930
02/03/2019 03:30:00,15,"lpzg1imsbc007","Entity name=ABCF",99.425,4345,4345,0,0,0,0,0,0,25,0,0,0,0,30,2,0,1,1,29,0,29,0,0,0,0,0,191,0,0,0,2,32,0,0,2377,0,0,0,0,0,0,0,0,0,0,0,0,896,0,1,1846,235,0,0,223,223,25,4320,2843,2843,2978,2979
02/03/2019 03:30:00,15,"hmbg6imsbc007","Entity name=ABCF",99.622,7143,7144,0,0,0,0,0,0,26,0,0,0,1,50,9,1,4,1,45,0,44,1,0,0,0,0,340,0,0,0,11,54,0,0,4078,0,0,0,0,0,0,0,0,0,0,0,0,1490,0,0,3181,316,0,0,394,394,26,7117,4654,4654,4995,4995
02/03/2019 03:30:00,15,"mnch4imsbc007","Entity name=ABCF",99.507,7713,7715,0,0,0,0,0,0,36,0,0,0,0,83,7,0,1,1,77,0,74,2,0,0,0,0,353,0,0,0,17,84,0,0,4384,0,0,0,0,0,0,0,0,0,0,0,0,1477,0,0,3380,418,0,0,437,437,36,7677,4971,4971,5287,5286
02/03/2019 03:45:00,15,"rn2imsbc031","Entity name=ABCF",99.405,6893,6894,0,0,0,0,0,0,40,0,0,0,1,31,13,1,5,0,28,0,22,2,0,0,0,0,359,0,0,0,9,44,0,0,4011,0,0,0,0,0,0,0,0,0,0,0,0,1314,0,0,3194,315,0,0,403,403,40,6853,4634,4634,4829,4828
02/03/2019 03:45:00,15,"ofbh1imsbc007","Entity name=ABCF",99.301,4863,4863,0,0,0,0,0,1,33,0,0,0,1,31,8,0,3,1,28,1,24,1,0,0,0,0,215,0,0,1,13,36,0,0,2848,0,0,0,0,0,0,0,0,0,0,0,0,881,0,0,2244,193,0,0,251,251,34,4829,3187,3187,3326,3326
02/03/2019 03:45:00,15,"lpzg1imsbc007","Entity name=ABCF",99.5,4201,4201,0,0,0,0,0,0,21,0,0,0,0,23,3,0,3,0,20,0,20,0,0,0,0,0,177,0,0,0,1,23,0,0,2430,0,0,0,0,0,0,0,0,0,0,0,0,923,0,0,1852,168,0,0,200,200,21,4180,2875,2875,2943,2944
02/03/2019 03:45:00,15,"hmbg6imsbc007","Entity name=ABCF",99.467,6947,6947,0,0,0,0,0,2,35,0,0,0,3,48,7,1,3,2,44,2,42,0,0,0,0,0,344,0,0,0,10,52,0,0,3903,0,0,0,0,0,0,0,0,0,0,0,0,1434,0,0,3058,345,0,0,396,396,37,6910,4524,4524,4842,4843
02/03/2019 03:45:00,15,"mnch4imsbc007","Entity name=ABCF",99.459,7386,7389,0,0,0,0,0,1,36,0,0,0,3,80,13,2,5,2,72,1,66,2,0,0,0,0,368,0,0,0,11,85,0,0,4259,0,0,0,0,0,0,0,0,0,0,0,0,1489,0,0,3101,467,0,0,453,453,37,7349,4754,4754,5063,5063
02/03/2019 04:00:00,15,"rn2imsbc031","Entity name=ABCF",99.337,7085,7085,0,0,0,0,0,0,47,0,0,0,3,45,16,2,4,2,39,1,37,1,0,0,0,0,367,0,0,0,11,57,0,0,4080,0,0,0,0,0,0,0,0,0,0,0,0,1313,0,0,3532,270,0,0,424,424,47,7038,4967,4967,5119,5119
02/03/2019 04:00:00,15,"ofbh1imsbc007","Entity name=ABCF",99.442,4661,4662,0,0,0,0,0,0,25,0,0,0,1,31,5,0,0,0,32,1,29,1,0,0,0,0,211,0,0,0,6,37,0,0,2683,0,0,0,0,0,0,0,0,0,0,0,0,943,0,0,2102,202,0,0,248,248,25,4636,3115,3115,3248,3248
02/03/2019 04:00:00,15,"lpzg1imsbc007","Entity name=ABCF",99.651,4300,4301,0,0,0,0,0,0,14,0,0,0,1,28,3,0,0,3,29,1,28,0,0,0,0,0,151,0,0,0,5,32,0,0,2433,0,0,0,0,0,0,0,0,0,0,0,0,864,0,0,1921,192,0,0,183,183,14,4286,2955,2955,2979,2979
02/03/2019 04:00:00,15,"hmbg6imsbc007","Entity name=ABCF",99.42,7064,7064,0,0,0,0,0,2,39,0,0,0,3,31,7,2,1,1,29,1,28,0,0,0,0,0,344,0,0,0,10,36,0,0,4008,0,0,0,0,0,0,0,0,0,0,0,0,1363,0,0,3194,273,0,0,380,380,41,7023,4568,4568,4840,4839
02/03/2019 04:00:00,15,"mnch4imsbc007","Entity name=ABCF",99.185,7234,7237,0,0,0,0,0,1,55,0,0,0,2,67,9,2,5,0,55,0,55,0,0,0,0,0,333,0,0,0,5,66,0,0,4136,0,0,0,0,0,0,0,0,0,0,0,0,1443,0,1,3174,396,0,0,399,399,56,7178,4691,4691,5018,5019
02/03/2019 04:15:00,15,"rn2imsbc031","Entity name=ABCF",99.556,6085,6086,0,0,0,0,0,0,26,0,0,0,5,26,13,2,2,2,26,3,20,1,0,0,0,0,300,0,0,0,11,40,0,0,3624,0,0,0,0,0,0,0,0,0,0,0,0,1193,0,0,2846,258,0,0,340,340,26,6059,4169,4169,4303,4303
02/03/2019 04:15:00,15,"ofbh1imsbc007","Entity name=ABCF",99.417,4627,4630,0,0,0,0,0,0,24,0,0,0,2,33,8,0,2,2,34,2,25,5,1,0,1,0,212,0,0,0,14,43,0,0,2578,0,0,0,0,0,0,0,0,0,0,0,0,876,0,0,2242,198,0,0,255,255,24,4603,3141,3141,3320,3320
02/03/2019 04:15:00,15,"lpzg1imsbc007","Entity name=ABCF",99.669,3932,3933,0,0,0,0,0,0,12,0,0,0,0,34,3,0,2,1,31,0,31,0,0,0,0,0,173,0,0,0,4,34,0,0,2174,0,0,0,0,0,0,0,0,0,0,0,0,770,0,0,1859,183,0,0,207,207,12,3920,2702,2702,2816,2815
02/03/2019 04:15:00,15,"hmbg6imsbc007","Entity name=ABCF",99.448,6521,6521,0,0,0,0,0,0,36,0,0,0,3,48,5,3,0,2,45,0,44,1,0,0,0,0,311,0,0,0,4,51,0,0,3779,0,0,0,0,0,0,0,0,0,0,0,0,1363,0,0,2842,281,0,0,362,362,36,6485,4263,4263,4486,4487
