"Result  :  Query Result"
"Save Time: 03/01/2019 13:33:24"

"User Name:xli"

"Total 13,675   Records"

"Start Time","Period","NE Name","ABCF","Number of Generated 300 Multiple Choices (times)","Number of Generated 301 Moved Permanently (times)","Number of Generated 302 Moved Temporarily (times)","Number of Generated 305 Use Proxy (times)","Number of Generated 380 Alternative Service (times)","Number of Generated 400 Bad Request (times)","Number of Generated 401 Unauthorized (times)","Number of Generated 402 Payment Required (times)","Number of Generated 403 Forbidden (times)","Number of Generated 404 Not Found (times)","Number of Generated 405 Method Not Allowed (times)","Number of Generated 406 Not Acceptable (times)","Number of Generated 408 Request Timeout (times)","Number of Generated 410 Gone (times)","Number of Generated 412 Precondition Failed (times)","Number of Generated 413 Request Entity Too Large (times)","Number of Generated 414 Request-URI Too Large (times)","Number of Generated 415 Unsupported Media Type (times)","Number of Generated 416 Unsupported URI Scheme (times)","Number of Generated 420 Bad Extension (times)","Number of Generated 421 Extension Required (times)","Number of Generated 422 Session Interval Too Small (times)","Number of Generated 423 Interval Too Brief (times)","Number of Generated 429 Provide Referrer Identity (times)","Number of Generated 433 Anonymity Disallowed (times)","Number of Generated 480 Temporarily Unavailable (times)","Number of Generated 481 Call/Transaction Does Not Exist (times)","Number of Generated 482 Loop Detected (times)","Number of Generated 483 Too Many Hops (times)","Number of Generated 484 Address Incomplete (times)","Number of Generated 485 Ambiguous (times)","Number of Generated 486 Busy Here (times)","Number of Generated 487 Request Terminated (times)","Number of Generated 488 Not Acceptable Here (times)","Number of Generated 489 Bad Event (times)","Number of Generated 491 Request Pending (times)","Number of Generated 493 Undecipherable (times)","Number of Generated 494 Security Agreement Required (times)","Number of Generated 500 Server Internal Error (times)","Number of Generated 501 Not Implemented (times)","Number of Generated 502 Bad Gateway (times)","Number of Generated 503 Service Unavailable (times)","Number of Generated 504 Server Time-out (times)","Number of Generated 505 Version Not Supported (times)","Number of Generated 513 Message Too Large (times)","Number of Generated 533 Service Lost (times)","Number of Generated 580 Precondition Failure (times)","Number of Generated 600 Busy Everywhere (times)","Number of Generated 603 Decline (times)","Number of Generated 604 Does not exist anywhere (times)","Number of Generated 606 Not Acceptable (times)","Number of Generated Other 3xx for INVITE (times)","Number of Generated Other 4xx for INVITE (times)","Number of Generated Other 5xx for INVITE (times)","Number of Generated Other 6xx for INVITE (times)"
02/12/2019 12:00:00,15,"ofbh1imsbc007","Entity name=ABCF",0,0,0,0,4,0,0,0,0,15526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,0,0,0,0,0,0,77,0,0,0,0,0,30,0,0,73,0,0,0,0,0,0,0,0,1,0,0,0,0
02/12/2019 12:00:00,15,"lpzg1imsbc007","Entity name=ABCF",0,0,0,0,12,0,0,0,0,2385,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,462,0,0,0,0,0,0,41,0,0,0,0,0,39,0,0,35,0,0,0,0,0,0,0,0,7,0,0,0,0
02/12/2019 12:00:00,15,"hmbg6imsbc007","Entity name=ABCF",0,0,0,0,4,0,0,0,0,3876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,0,0,0,0,0,0,57,0,0,0,0,0,13,0,0,48,0,0,0,0,0,0,0,0,2,0,0,0,0
02/12/2019 12:00:00,15,"mnch4imsbc007","Entity name=ABCF",0,0,0,0,5,0,0,0,0,50809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855,0,0,0,0,0,0,70,0,0,0,0,0,18,0,0,76,0,0,0,0,0,0,0,0,7,0,0,0,0
02/12/2019 12:15:00,15,"rn2imsbc031","Entity name=ABCF",0,0,0,0,6,0,0,0,1,16103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,0,0,0,0,0,98,0,0,0,0,0,26,0,0,94,0,0,0,0,0,0,0,0,10,0,0,0,0
02/12/2019 12:15:00,15,"ofbh1imsbc007","Entity name=ABCF",0,0,0,0,8,0,0,0,0,14856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964,0,0,0,0,0,0,69,0,0,0,0,0,31,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0
02/12/2019 12:15:00,15,"lpzg1imsbc007","Entity name=ABCF",0,0,0,0,5,0,0,0,1,2209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,0,0,0,0,0,0,31,0,0,0,0,0,15,0,0,31,0,0,0,0,0,0,0,0,1,0,0,0,0
02/12/2019 12:15:00,15,"hmbg6imsbc007","Entity name=ABCF",0,0,0,0,2,0,0,0,0,5001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,0,0,0,0,0,0,43,0,0,0,0,0,14,0,0,30,0,0,0,0,0,0,0,0,2,0,0,0,0
02/12/2019 12:15:00,15,"mnch4imsbc007","Entity name=ABCF",0,0,0,0,5,0,0,0,0,59720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,0,0,0,0,1,77,0,0,0,0,0,18,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0
02/12/2019 12:30:00,15,"rn2imsbc031","Entity name=ABCF",0,0,0,0,8,0,0,0,0,17463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018,0,0,0,0,0,0,134,0,0,0,0,0,23,0,0,114,0,0,0,0,0,0,0,0,13,0,0,0,0
02/12/2019 12:30:00,15,"ofbh1imsbc007","Entity name=ABCF",0,0,0,0,4,0,0,0,0,16803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,0,0,0,0,0,0,81,0,0,0,0,0,28,0,0,72,0,0,0,0,0,0,0,0,1,0,0,0,0
02/12/2019 12:30:00,15,"lpzg1imsbc007","Entity name=ABCF",0,0,0,0,11,0,0,0,0,2165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,0,0,0,0,0,0,45,0,0,0,0,0,19,0,0,39,0,0,0,0,0,0,0,0,3,0,0,0,0
02/12/2019 12:30:00,15,"hmbg6imsbc007","Entity name=ABCF",0,0,0,0,9,0,0,0,0,3617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592,0,0,0,0,0,0,46,0,0,0,0,0,25,0,0,37,0,0,0,0,0,0,0,0,3,0,0,0,0
02/12/2019 12:30:00,15,"mnch4imsbc007","Entity name=ABCF",0,0,0,0,11,0,0,0,1,59266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,0,0,0,0,0,0,84,0,0,0,0,0,28,0,0,68,0,0,0,0,0,0,0,0,6,0,0,0,0
02/12/2019 12:45:00,15,"rn2imsbc031","Entity name=ABCF",0,0,0,0,9,0,0,0,0,21061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1124,0,0,0,0,0,0,133,0,0,0,0,0,33,0,0,119,0,0,0,0,0,0,0,0,8,0,0,0,0
02/12/2019 12:45:00,15,"ofbh1imsbc007","Entity name=ABCF",0,0,0,0,4,0,0,0,0,14264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762,0,0,0,0,0,0,80,0,0,0,0,0,22,0,0,76,0,0,0,0,0,0,0,0,2,0,0,0,0
02/12/2019 12:45:00,15,"lpzg1imsbc007","Entity name=ABCF",0,0,0,0,9,0,0,0,0,2925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,35,0,0,0,0,0,18,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
02/12/2019 12:45:00,15,"hmbg6imsbc007","Entity name=ABCF",0,0,0,0,8,0,0,0,0,3574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,0,0,0,0,0,0,57,0,0,0,0,0,20,0,0,29,0,0,0,0,0,0,0,0,9,0,0,0,0
02/12/2019 12:45:00,15,"mnch4imsbc007","Entity name=ABCF",0,0,0,0,5,0,0,0,1,46030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980,0,0,0,0,0,0,76,0,0,0,0,0,26,0,0,71,0,0,0,0,0,0,0,0,6,0,0,0,0
02/12/2019 13:00:00,15,"rn2imsbc031","Entity name=ABCF",0,0,0,0,17,0,0,0,0,16592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125,0,0,0,0,0,0,127,0,0,0,0,0,24,0,0,124,0,0,0,0,0,0,0,0,10,0,0,0,0
02/12/2019 13:00:00,15,"ofbh1imsbc007","Entity name=ABCF",0,0,0,0,4,0,0,0,0,18219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,0,0,0,0,0,0,74,0,0,0,0,0,22,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0
02/12/2019 13:00:00,15,"lpzg1imsbc007","Entity name=ABCF",0,0,0,0,8,0,0,0,0,2669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,0,0,0,0,0,0,36,0,0,0,0,0,25,0,0,23,0,0,0,0,0,0,0,0,1,0,0,0,0
02/12/2019 13:00:00,15,"hmbg6imsbc007","Entity name=ABCF",0,0,0,0,12,0,0,0,0,4365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,0,0,0,0,0,0,43,0,0,0,0,0,32,0,0,42,0,0,0,0,0,0,0,0,7,0,0,0,0
02/12/2019 13:00:00,15,"mnch4imsbc007","Entity name=ABCF",0,0,0,0,9,0,0,0,0,58313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,982,0,0,0,0,0,1,68,0,0,0,0,0,21,0,0,85,0,0,0,0,0,0,0,0,7,0,0,0,0
02/12/2019 13:15:00,15,"rn2imsbc031","Entity name=ABCF",0,0,0,0,10,0,0,0,0,20384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048,0,0,0,0,0,0,140,0,0,0,0,0,38,0,0,142,0,0,0,0,0,0,0,0,22,0,0,0,0
02/12/2019 13:15:00,15,"ofbh1imsbc007","Entity name=ABCF",0,0,0,0,4,0,0,0,0,16483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,0,0,0,0,0,0,78,0,0,0,0,0,19,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0
02/12/2019 13:15:00,15,"lpzg1imsbc007","Entity name=ABCF",0,0,0,0,7,0,0,0,0,2152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,0,0,0,0,0,0,36,0,0,0,0,0,12,0,0,31,0,0,0,0,0,0,0,0,2,0,0,0,0
02/12/2019 13:15:00,15,"hmbg6imsbc007","Entity name=ABCF",0,0,0,0,6,0,0,0,0,3802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,0,0,0,0,0,0,52,0,0,0,0,0,16,0,0,39,0,0,0,0,0,0,0,0,10,0,0,0,0
02/12/2019 13:15:00,15,"mnch4imsbc007","Entity name=ABCF",0,0,0,0,6,0,0,0,0,61522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984,0,0,0,0,0,0,76,0,0,0,0,0,20,0,0,85,0,0,0,0,0,0,0,0,9,0,0,0,0
02/12/2019 13:30:00,15,"rn2imsbc031","Entity name=ABCF",0,0,0,0,9,0,0,0,0,18574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151,0,0,0,0,0,1,140,0,0,0,0,0,37,0,0,132,0,0,0,0,0,0,0,0,10,0,0,0,0
02/12/2019 13:30:00,15,"ofbh1imsbc007","Entity name=ABCF",0,0,0,0,7,0,0,0,0,15089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644,0,0,0,0,0,0,67,0,0,0,0,0,31,0,0,80,0,0,0,0,0,0,0,0,2,0,0,0,0
02/12/2019 13:30:00,15,"lpzg1imsbc007","Entity name=ABCF",0,0,0,0,8,0,0,0,0,3233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,0,0,0,0,0,0,43,0,0,0,0,0,13,0,0,48,0,0,0,0,0,0,0,0,3,0,0,0,0
02/12/2019 13:30:00,15,"hmbg6imsbc007","Entity name=ABCF",0,0,0,0,6,0,0,0,0,3414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,1,0,0,0,0,0,59,0,0,0,0,0,17,0,0,48,0,0,0,0,0,0,0,0,6,0,0,0,0
02/12/2019 13:30:00,15,"mnch4imsbc007","Entity name=ABCF",0,0,0,0,5,0,0,0,0,68935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,936,0,0,0,0,0,0,72,0,0,0,0,0,34,0,0,76,0,0,0,0,0,0,0,0,8,0,0,0,0
02/12/2019 13:45:00,15,"rn2imsbc031","Entity name=ABCF",0,0,0,0,7,0,0,0,0,22828,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1296,0,0,0,0,0,1,128,0,0,0,0,0,36,0,0,132,0,0,0,0,0,0,0,0,8,0,0,0,0
02/12/2019 13:45:00,15,"ofbh1imsbc007","Entity name=ABCF",0,0,0,0,3,0,0,0,0,14075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794,0,0,0,0,0,0,92,0,0,0,0,0,15,0,0,82,0,0,0,0,0,0,0,0,1,0,0,0,0
02/12/2019 13:45:00,15,"lpzg1imsbc007","Entity name=ABCF",0,0,0,0,5,0,0,0,0,3417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,0,0,0,0,0,0,31,0,0,0,0,0,18,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
02/12/2019 13:45:00,15,"hmbg6imsbc007","Entity name=ABCF",0,0,0,0,5,0,0,0,0,3921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686,0,0,0,0,0,0,42,0,0,0,0,0,21,0,0,42,0,0,0,0,0,0,0,0,5,0,0,0,0
02/12/2019 13:45:00,15,"mnch4imsbc007","Entity name=ABCF",0,0,0,0,2,0,0,0,0,62286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011,0,0,0,0,0,0,72,0,0,0,0,0,24,0,0,65,0,0,0,0,0,0,0,0,2,0,0,0,0
02/12/2019 14:00:00,15,"rn2imsbc031","Entity name=ABCF",0,0,0,0,5,0,0,0,0,16166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981,0,0,0,0,0,0,131,0,0,0,0,0,31,0,0,106,0,0,0,0,0,0,0,0,3,0,0,0,0
02/12/2019 14:00:00,15,"ofbh1imsbc007","Entity name=ABCF",0,0,0,0,1,0,0,0,0,15427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,0,0,0,0,0,1,76,0,0,0,0,0,17,0,0,78,0,0,0,0,0,0,0,0,2,0,0,0,0
02/12/2019 14:00:00,15,"lpzg1imsbc007","Entity name=ABCF",0,0,0,0,7,0,0,0,0,3819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,0,0,0,0,0,0,42,0,0,0,0,0,23,0,0,26,0,0,0,0,0,0,0,0,1,0,0,0,0
02/12/2019 14:00:00,15,"hmbg6imsbc007","Entity name=ABCF",0,0,0,0,8,0,0,0,0,2907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,0,0,0,0,0,0,47,0,0,0,0,0,12,0,0,32,0,0,0,0,0,0,0,0,8,0,0,0,0
02/12/2019 14:00:00,15,"mnch4imsbc007","Entity name=ABCF",0,0,0,0,5,0,0,0,0,60920,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,949,0,0,0,0,0,0,68,0,0,0,0,0,20,0,0,74,0,0,0,0,0,0,0,0,5,0,0,0,0
02/12/2019 14:15:00,15,"rn2imsbc031","Entity name=ABCF",0,0,0,0,8,0,0,0,0,17085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051,0,0,0,0,0,0,139,0,0,0,0,0,33,0,0,131,0,0,0,0,0,0,0,0,11,0,0,0,0
02/12/2019 14:15:00,15,"ofbh1imsbc007","Entity name=ABCF",0,0,0,0,7,0,0,0,0,14355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,0,0,0,0,0,0,91,0,0,0,0,0,31,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0
02/12/2019 14:15:00,15,"lpzg1imsbc007","Entity name=ABCF",0,0,0,0,7,0,0,0,0,4491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,0,0,0,0,0,0,51,0,0,0,0,0,35,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
02/12/2019 14:15:00,15,"hmbg6imsbc007","Entity name=ABCF",0,0,0,0,5,0,0,0,0,3733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,0,0,0,0,0,0,52,0,0,0,0,0,24,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
02/12/2019 14:15:00,15,"mnch4imsbc007","Entity name=ABCF",0,0,0,0,11,0,0,0,0,63496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,982,1,0,0,0,0,0,68,0,0,0,0,0,29,0,0,83,0,0,0,0,0,0,0,0,4,0,0,0,0
02/12/2019 14:30:00,15,"rn2imsbc031","Entity name=ABCF",0,0,0,0,6,0,0,0,0,17927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094,0,0,0,0,0,1,159,0,0,0,0,0,48,0,0,123,0,0,0,0,0,0,0,0,6,0,0,0,0
02/12/2019 14:30:00,15,"ofbh1imsbc007","Entity name=ABCF",0,0,0,0,4,0,0,0,0,19193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,0,0,0,0,0,0,84,0,0,0,0,0,17,0,0,96,0,0,0,0,0,0,0,0,1,0,0,0,0
02/12/2019 14:30:00,15,"lpzg1imsbc007","Entity name=ABCF",0,0,0,0,11,0,0,0,0,3043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,0,0,0,0,0,0,50,0,0,0,0,0,11,0,0,47,0,0,0,0,0,0,0,0,1,0,0,0,0
02/12/2019 14:30:00,15,"hmbg6imsbc007","Entity name=ABCF",0,0,0,0,7,0,0,0,2,3748,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,575,0,0,0,0,0,0,47,0,0,0,0,0,23,0,0,47,0,0,0,0,0,0,0,0,4,0,0,0,0
02/12/2019 14:30:00,15,"mnch4imsbc007","Entity name=ABCF",0,0,0,0,11,0,0,0,0,68111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885,0,0,0,0,0,0,70,0,0,0,0,0,23,0,0,71,0,0,0,0,0,0,0,0,3,0,0,0,0
02/12/2019 14:45:00,15,"rn2imsbc031","Entity name=ABCF",0,0,0,0,11,0,0,0,0,14976,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1003,0,0,0,0,0,0,129,0,0,0,0,0,49,0,0,157,0,0,0,0,0,0,0,0,13,0,0,0,0
02/12/2019 14:45:00,15,"ofbh1imsbc007","Entity name=ABCF",0,0,0,0,3,0,0,0,0,14888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760,0,0,0,0,0,0,101,0,0,0,0,0,8,0,0,75,0,0,0,0,0,0,0,0,3,0,0,0,0
02/12/2019 14:45:00,15,"lpzg1imsbc007","Entity name=ABCF",0,0,0,0,8,0,0,0,0,3839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,0,0,0,0,0,0,49,0,0,0,0,0,25,0,0,47,0,0,0,0,0,0,0,0,3,0,0,0,0
02/12/2019 14:45:00,15,"hmbg6imsbc007","Entity name=ABCF",0,0,0,0,11,0,0,0,0,4354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,0,0,0,0,0,0,58,0,0,0,0,0,32,0,0,38,0,0,0,0,0,0,0,0,4,0,0,0,0
02/12/2019 14:45:00,15,"mnch4imsbc007","Entity name=ABCF",0,0,0,0,11,0,0,0,0,69237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028,0,0,0,0,0,0,79,0,0,0,0,0,41,0,0,77,0,0,0,0,0,0,0,0,12,0,0,0,0
02/12/2019 15:00:00,15,"rn2imsbc031","Entity name=ABCF",0,0,0,0,8,0,0,0,0,19232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1234,0,0,0,0,0,0,141,0,0,0,0,0,41,0,0,145,0,0,0,0,0,0,0,0,18,0,0,0,0
02/12/2019 15:00:00,15,"ofbh1imsbc007","Entity name=ABCF",0,0,0,0,1,0,0,0,0,18761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,0,0,0,0,0,0,77,0,0,0,0,0,25,0,0,100,0,0,0,0,0,0,0,0,3,0,0,0,0
02/12/2019 15:00:00,15,"lpzg1imsbc007","Entity name=ABCF",0,0,0,0,20,0,0,0,1,3056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,57,0,0,0,0,0,28,0,0,55,0,0,0,0,0,0,0,0,2,0,0,0,0
02/12/2019 15:00:00,15,"hmbg6imsbc007","Entity name=ABCF",0,0,0,0,10,0,0,0,0,4252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,0,0,0,0,0,0,55,0,0,0,0,0,27,0,0,36,0,0,0,0,0,0,0,0,4,0,0,0,0
02/12/2019 15:00:00,15,"mnch4imsbc007","Entity name=ABCF",0,0,0,0,6,0,0,0,0,62443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019,0,0,0,0,0,0,75,0,0,0,0,0,31,0,0,71,0,0,0,0,0,0,0,0,7,0,0,0,0
02/12/2019 15:15:00,15,"rn2imsbc031","Entity name=ABCF",0,0,0,0,6,0,0,0,0,22222,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1275,0,0,0,0,0,0,137,0,0,0,0,0,27,0,0,138,0,0,0,0,0,0,0,0,14,0,0,0,0
02/12/2019 15:15:00,15,"ofbh1imsbc007","Entity name=ABCF",0,0,0,0,2,0,0,0,0,17520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,0,0,0,0,0,0,80,0,0,0,0,0,24,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0
02/12/2019 15:15:00,15,"lpzg1imsbc007","Entity name=ABCF",0,0,0,0,12,0,0,0,0,2993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,0,0,0,0,0,0,33,0,0,0,0,0,26,0,0,37,0,0,0,0,0,0,0,0,4,0,0,0,0
02/12/2019 15:15:00,15,"hmbg6imsbc007","Entity name=ABCF",0,0,0,0,6,0,0,0,0,4429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675,0,0,0,0,0,0,54,0,0,0,0,0,25,0,0,49,0,0,0,0,0,0,0,0,5,0,0,0,0
02/12/2019 15:15:00,15,"mnch4imsbc007","Entity name=ABCF",0,0,0,0,5,0,0,0,0,65198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081,0,0,0,0,0,0,71,0,0,0,0,0,55,0,0,99,0,0,0,0,0,0,0,0,10,0,0,0,0
02/12/2019 15:30:00,15,"rn2imsbc031","Entity name=ABCF",0,0,0,0,1,0,0,0,0,22108,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,892,0,0,0,0,0,0,118,0,0,0,0,0,57,0,0,113,0,0,0,0,0,0,0,0,24,0,0,0,0
02/12/2019 15:30:00,15,"ofbh1imsbc007","Entity name=ABCF",0,0,0,0,5,0,0,0,0,18894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890,0,0,0,0,0,0,75,0,0,0,0,0,18,0,0,104,0,0,0,0,0,0,0,0,1,0,0,0,0
02/12/2019 15:30:00,15,"lpzg1imsbc007","Entity name=ABCF",0,0,0,0,11,0,0,0,0,3114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,0,0,0,0,0,0,65,0,0,0,0,0,23,0,0,50,0,0,0,0,0,0,0,0,2,0,0,0,0
02/12/2019 15:30:00,15,"hmbg6imsbc007","Entity name=ABCF",0,0,0,0,5,0,0,0,2,4006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,0,0,0,0,0,0,53,0,0,0,0,0,31,0,0,51,0,0,0,0,0,0,0,0,12,0,0,0,0
02/12/2019 15:30:00,15,"mnch4imsbc007","Entity name=ABCF",0,0,0,0,10,0,0,0,1,70114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1143,0,0,0,0,0,0,84,0,0,0,0,0,36,0,0,105,0,0,0,0,0,0,0,0,2,0,0,0,0
02/12/2019 15:45:00,15,"rn2imsbc031","Entity name=ABCF",0,0,0,0,8,0,0,0,0,20992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025,0,0,0,0,0,0,145,0,0,0,0,0,45,0,0,153,0,0,0,0,0,0,0,0,11,0,0,0,0
02/12/2019 15:45:00,15,"ofbh1imsbc007","Entity name=ABCF",0,0,0,0,3,0,0,0,0,14796,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,787,0,0,0,0,0,0,70,0,0,0,0,0,10,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0
02/12/2019 15:45:00,15,"lpzg1imsbc007","Entity name=ABCF",0,0,0,0,7,0,0,0,0,3939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,0,0,0,0,0,0,50,0,0,0,0,0,36,0,0,49,0,0,0,0,0,0,0,0,10,0,0,0,0
02/12/2019 15:45:00,15,"hmbg6imsbc007","Entity name=ABCF",0,0,0,0,7,0,0,0,0,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709,0,0,0,0,0,0,52,0,0,0,0,0,23,0,0,49,0,0,0,0,0,0,0,0,6,0,0,0,0
02/12/2019 15:45:00,15,"mnch4imsbc007","Entity name=ABCF",0,0,0,0,9,0,0,0,0,65322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108,1,0,0,0,0,0,83,0,0,0,0,0,33,0,0,71,0,0,0,0,0,0,0,0,19,0,0,0,0
02/12/2019 16:00:00,15,"rn2imsbc031","Entity name=ABCF",0,0,0,0,9,0,0,0,0,19426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1101,0,0,0,0,0,0,158,0,0,0,0,0,48,0,0,132,0,0,0,0,0,0,0,0,11,0,0,0,0
02/12/2019 16:00:00,15,"ofbh1imsbc007","Entity name=ABCF",0,0,0,0,14,0,0,0,0,12683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,0,0,0,0,0,0,90,0,0,0,0,0,24,0,0,91,0,0,0,0,0,0,0,0,1,0,0,0,0
02/12/2019 16:00:00,15,"lpzg1imsbc007","Entity name=ABCF",0,0,0,0,7,0,0,0,1,3183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,0,0,0,0,0,0,52,0,0,0,0,0,42,0,0,38,0,0,0,0,0,0,0,0,8,0,0,0,0
02/12/2019 16:00:00,15,"hmbg6imsbc007","Entity name=ABCF",0,0,0,0,8,0,0,0,0,6139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779,0,0,0,0,0,0,62,0,0,0,0,0,25,0,0,38,0,0,0,0,0,0,0,0,9,0,0,0,0
02/12/2019 16:00:00,15,"mnch4imsbc007","Entity name=ABCF",0,0,0,0,11,0,0,0,0,61014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1385,0,0,0,0,0,1,81,0,0,0,0,0,35,0,0,83,0,0,0,0,0,0,0,0,4,0,0,0,0
02/12/2019 16:15:00,15,"rn2imsbc031","Entity name=ABCF",0,0,0,0,10,0,0,0,0,19558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1098,0,0,0,0,0,0,136,0,0,0,0,0,56,0,0,134,0,0,0,0,0,0,0,0,13,0,0,0,0
02/12/2019 16:15:00,15,"ofbh1imsbc007","Entity name=ABCF",0,0,0,0,2,0,0,0,0,15171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779,0,0,0,0,0,0,91,0,0,0,0,0,22,0,0,95,0,0,0,0,0,0,0,0,5,0,0,0,0
